gene_id,gene_name,gene_type,chrom,start,end,strand
ENSG00000254911.3,SCARNA9,lncRNA,chr11,93721513,93721865,+
ENSG00000250519.7,AP002784.1,lncRNA,chr11,94185439,94282203,+
ENSG00000255893.1,AP000786.1,lncRNA,chr11,94472908,94473570,-
ENSG00000255929.5,AP000943.2,lncRNA,chr11,94545330,94740355,-
ENSG00000233536.2,AP000943.1,lncRNA,chr11,94638038,94640833,+
ENSG00000255666.7,LINC02700,lncRNA,chr11,94638045,94652884,+
ENSG00000256469.1,AP002383.2,lncRNA,chr11,94874052,94925521,-
ENSG00000245552.7,AP000787.1,lncRNA,chr11,95150539,95234391,+
ENSG00000250390.2,AP001790.1,lncRNA,chr11,95482406,95497553,+
ENSG00000285842.1,AP000820.2,lncRNA,chr11,95571040,95748715,+
ENSG00000255605.1,AP000820.1,lncRNA,chr11,95698086,95700623,+
ENSG00000285921.1,AP000779.1,lncRNA,chr11,96092374,96137827,+
ENSG00000255679.1,JRKL-AS1,lncRNA,chr11,96447132,96506826,-
ENSG00000256684.1,LINC02737,lncRNA,chr11,96508425,96514748,+
ENSG00000254587.2,AP003066.1,lncRNA,chr11,96590317,96985810,+
ENSG00000255039.1,LINC02553,lncRNA,chr11,97222644,97259987,-
ENSG00000255502.6,LINC02713,lncRNA,chr11,97878475,97959558,-
ENSG00000254599.1,AP003715.1,lncRNA,chr11,98676391,98683735,+
ENSG00000254830.1,AP002428.1,lncRNA,chr11,98938912,98945079,-
ENSG00000248027.1,ARHGAP42-AS1,lncRNA,chr11,100684162,100687955,-
ENSG00000282728.1,PGR-AS1,lncRNA,chr11,101129077,101209591,+
ENSG00000260008.1,AP001527.1,lncRNA,chr11,102107886,102109842,+
ENSG00000277459.1,AP001527.2,lncRNA,chr11,102109827,102110457,-
ENSG00000254422.1,AP000942.2,lncRNA,chr11,102229851,102230922,-
ENSG00000288528.1,AP000942.5,lncRNA,chr11,102316173,102328586,-
ENSG00000255337.1,AP001830.1,lncRNA,chr11,102452919,102462008,+
ENSG00000255482.1,AP001830.2,lncRNA,chr11,102467255,102498801,+
ENSG00000256916.1,AP000851.1,lncRNA,chr11,102606916,102628070,+
ENSG00000281655.1,AP000851.2,lncRNA,chr11,102681310,102683913,+
ENSG00000260966.1,AP001486.2,lncRNA,chr11,103050687,103055799,-
ENSG00000285878.1,AP002961.1,lncRNA,chr11,103252217,103293705,-
ENSG00000254987.1,AP002989.1,lncRNA,chr11,103675994,103895271,-
ENSG00000255548.1,AP003043.1,lncRNA,chr11,103945548,103946546,+
ENSG00000256422.6,LINC02552,lncRNA,chr11,104445868,104609498,-
ENSG00000285813.1,AP000813.1,lncRNA,chr11,105995185,105999213,+
ENSG00000254433.1,AP001001.1,lncRNA,chr11,106085990,106101975,-
ENSG00000254580.1,LINC02719,lncRNA,chr11,106112459,106132116,-
ENSG00000286345.1,AP002001.3,lncRNA,chr11,106241974,106260146,-
ENSG00000287802.1,AP003173.1,lncRNA,chr11,106465985,106469296,+
ENSG00000261098.1,AP000766.1,lncRNA,chr11,107312132,107316271,-
ENSG00000288012.1,AP003307.1,lncRNA,chr11,108008678,108009282,-
ENSG00000255467.1,AP002433.1,lncRNA,chr11,108105074,108121684,-
ENSG00000285696.1,AP002433.2,lncRNA,chr11,108142458,108150381,-
ENSG00000203334.4,AP003027.1,lncRNA,chr11,108957718,108959797,+
ENSG00000255528.1,AP003123.1,lncRNA,chr11,109002465,109037967,-
ENSG00000255028.5,AP003049.2,lncRNA,chr11,109355085,109583907,-
ENSG00000254659.3,LINC02715,lncRNA,chr11,109741625,109823893,-
ENSG00000287245.1,AP001981.2,lncRNA,chr11,109946581,109975996,+
ENSG00000254416.6,LINC02732,lncRNA,chr11,110355130,110407613,+
ENSG00000287556.1,AP003973.4,lncRNA,chr11,111013452,111027636,+
ENSG00000271390.1,AP003973.2,lncRNA,chr11,111089870,111090368,-
ENSG00000271584.2,LINC02550,lncRNA,chr11,111091932,111179641,-
ENSG00000287028.1,AP003973.3,lncRNA,chr11,111097155,111106001,+
ENSG00000196167.10,COLCA1,lncRNA,chr11,111290787,111305498,-
ENSG00000288097.1,AP002448.1,lncRNA,chr11,111320379,111323816,+
ENSG00000255428.1,AP002008.3,lncRNA,chr11,111414242,111418186,-
ENSG00000286028.1,AP002008.4,lncRNA,chr11,111510600,111513888,+
ENSG00000254980.1,AP002008.1,lncRNA,chr11,111514043,111526755,-
ENSG00000254990.5,AP001781.1,lncRNA,chr11,111768668,111778350,-
ENSG00000254450.1,ALG9-IT1,lncRNA,chr11,111817214,111829212,-
ENSG00000255334.1,AP000907.2,lncRNA,chr11,112015307,112016124,+
ENSG00000254638.1,AP002884.1,lncRNA,chr11,112165197,112172606,-
ENSG00000268472.2,AP002884.3,lncRNA,chr11,112260265,112261396,+
ENSG00000250303.4,LINC02762,lncRNA,chr11,112270749,112362534,+
ENSG00000254968.7,LINC02763,lncRNA,chr11,112393118,112624567,+
ENSG00000255484.2,LINC02764,lncRNA,chr11,112534220,112555802,-
ENSG00000285769.2,AP003100.2,lncRNA,chr11,112637342,112751131,+
ENSG00000287006.1,AP003100.3,lncRNA,chr11,112698772,112721151,-
ENSG00000254626.1,AP003100.1,lncRNA,chr11,112787304,112795854,+
ENSG00000288070.1,AC016902.1,lncRNA,chr11,112822806,112835124,-
ENSG00000247416.4,AP000802.1,lncRNA,chr11,112959279,112963460,-
ENSG00000227487.4,NCAM1-AS1,lncRNA,chr11,113265137,113274032,-
ENSG00000255129.6,AP000880.1,lncRNA,chr11,113278250,113314482,-
ENSG00000270179.1,AP002840.2,lncRNA,chr11,113368478,113369117,+
ENSG00000256757.1,AP002840.1,lncRNA,chr11,113405321,113412117,+
ENSG00000256603.1,AP003170.4,lncRNA,chr11,113770393,113771691,-
ENSG00000256452.1,AP003170.3,lncRNA,chr11,113818077,113822458,+
ENSG00000286463.1,AP002755.1,lncRNA,chr11,114159791,114161166,-
ENSG00000256947.1,AP002518.2,lncRNA,chr11,114210616,114356571,-
ENSG00000256195.3,AP002518.1,lncRNA,chr11,114343052,114396219,-
ENSG00000287897.1,AP000465.1,lncRNA,chr11,115332529,115333418,-
ENSG00000256972.1,AP000462.3,lncRNA,chr11,115333577,115340262,+
ENSG00000255580.1,AP000462.1,lncRNA,chr11,115363629,115377931,+
ENSG00000256315.1,AP000462.2,lncRNA,chr11,115396756,115397658,+
ENSG00000256281.1,AP003174.2,lncRNA,chr11,115532322,115532953,-
ENSG00000255689.1,AP003174.1,lncRNA,chr11,115582297,115600339,+
ENSG00000255599.1,AP000997.2,lncRNA,chr11,115628065,115629743,+
ENSG00000260254.1,AP000997.3,lncRNA,chr11,115638563,115646962,+
ENSG00000256717.1,LINC02698,lncRNA,chr11,115659658,115843146,+
ENSG00000288020.1,AP002991.2,lncRNA,chr11,115734848,115756926,+
ENSG00000246100.4,LINC00900,lncRNA,chr11,115753889,115760646,-
ENSG00000257067.6,LINC02703,lncRNA,chr11,115920248,115943181,+
ENSG00000236437.1,LINC02151,lncRNA,chr11,116496899,116500630,-
ENSG00000237937.6,LINC02702,lncRNA,chr11,116639422,116658295,+
ENSG00000226645.1,AP006216.1,lncRNA,chr11,116773389,116774205,+
ENSG00000236267.1,AP006216.2,lncRNA,chr11,116813204,116814003,-
ENSG00000285513.1,AP006216.3,lncRNA,chr11,116820645,116821541,+
ENSG00000235910.2,APOA1-AS,lncRNA,chr11,116836117,116856018,+
ENSG00000224077.1,AP000936.1,lncRNA,chr11,117098987,117108170,+
ENSG00000278768.2,BACE1-AS,lncRNA,chr11,117288453,117293571,+
ENSG00000276505.1,AP000892.3,lncRNA,chr11,117297005,117297328,-
ENSG00000250699.1,AP000892.1,lncRNA,chr11,117316362,117328038,-
ENSG00000270403.1,AP001554.1,lncRNA,chr11,117668483,117668858,+
ENSG00000254844.4,AP000757.2,lncRNA,chr11,117818443,117821992,+
ENSG00000254528.7,AP000757.1,lncRNA,chr11,117833719,117838942,+
ENSG00000254873.1,AP001267.1,lncRNA,chr11,118397095,118401895,-
ENSG00000269944.1,AP001267.4,lncRNA,chr11,118415977,118416521,+
ENSG00000255384.1,AP001267.2,lncRNA,chr11,118433121,118435206,-
ENSG00000255435.7,AP001267.3,lncRNA,chr11,118510273,118531094,-
ENSG00000255176.1,AP000941.1,lncRNA,chr11,118636620,118638097,+
ENSG00000255422.3,AP002954.1,lncRNA,chr11,118700427,118750263,+
ENSG00000287238.1,AP002954.2,lncRNA,chr11,118721104,118729412,-
ENSG00000278376.1,AP004609.3,lncRNA,chr11,118791254,118793137,+
ENSG00000245869.2,AP004609.1,lncRNA,chr11,118885841,118887742,-
ENSG00000255121.2,CENATAC-DT,lncRNA,chr11,118994824,118998004,-
ENSG00000254428.1,AP003392.1,lncRNA,chr11,119003742,119004893,-
ENSG00000255114.1,AP003392.3,lncRNA,chr11,119044188,119045493,+
ENSG00000271751.1,AP003392.4,lncRNA,chr11,119065263,119065677,-
ENSG00000272186.1,AP003392.5,lncRNA,chr11,119067374,119067698,-
ENSG00000245385.2,AP003396.1,lncRNA,chr11,119336249,119337309,-
ENSG00000245248.8,USP2-AS1,lncRNA,chr11,119364359,119526664,+
ENSG00000254740.2,AP003396.3,lncRNA,chr11,119372706,119381613,+
ENSG00000263873.1,THY1-AS1,lncRNA,chr11,119417951,119419114,+
ENSG00000254561.4,AP003393.1,lncRNA,chr11,119608423,119659284,+
ENSG00000255247.1,NECTIN1-AS1,lncRNA,chr11,119709920,119713925,+
ENSG00000254854.1,AP003390.1,lncRNA,chr11,119729583,119739623,+
ENSG00000287545.1,AP001994.2,lncRNA,chr11,119832966,119867682,+
ENSG00000288047.1,AP001994.3,lncRNA,chr11,119892700,119919996,+
ENSG00000286992.1,AP001360.3,lncRNA,chr11,119976111,120009588,+
ENSG00000254863.2,LINC02744,lncRNA,chr11,119987952,119995037,-
ENSG00000255216.2,AP001360.1,lncRNA,chr11,120008044,120013620,-
ENSG00000286731.1,AP001360.2,lncRNA,chr11,120026753,120028341,+
ENSG00000176984.6,AP000679.1,lncRNA,chr11,120168977,120171679,+
ENSG00000259541.5,AP001150.1,lncRNA,chr11,120249759,120265932,-
ENSG00000250493.2,AP004147.1,lncRNA,chr11,120867933,120894797,-
ENSG00000246790.2,AP000977.1,lncRNA,chr11,121447331,121453013,-
ENSG00000286044.1,AP001977.1,lncRNA,chr11,121674261,121928976,+
ENSG00000286023.1,AP001924.1,lncRNA,chr11,121979571,122025937,-
ENSG00000286497.1,AP001924.2,lncRNA,chr11,122026093,122027667,+
ENSG00000255248.9,MIR100HG,lncRNA,chr11,122028325,122556721,-
ENSG00000255015.1,AP000755.1,lncRNA,chr11,122294938,122301763,-
ENSG00000255219.1,AP000755.2,lncRNA,chr11,122295190,122308019,+
ENSG00000286341.1,AP002762.3,lncRNA,chr11,122679801,122681942,-
ENSG00000285909.1,AP002762.2,lncRNA,chr11,122751147,122851617,-
ENSG00000288061.1,AP000926.2,lncRNA,chr11,123062655,123084870,+
ENSG00000254710.2,AP001970.1,lncRNA,chr11,123188802,123228502,+
ENSG00000254823.2,LINC02727,lncRNA,chr11,123313657,123315340,-
ENSG00000254467.2,AP002765.1,lncRNA,chr11,123668499,123675569,+
ENSG00000285561.1,AP001804.1,lncRNA,chr11,124406997,124414792,-
ENSG00000255045.1,AP000866.5,lncRNA,chr11,124744634,124746337,-
ENSG00000250073.3,AP000866.2,lncRNA,chr11,124759129,124766119,+
ENSG00000279342.2,AP000866.6,lncRNA,chr11,124789240,124792818,-
ENSG00000245498.7,AP000866.1,lncRNA,chr11,124800424,124834487,+
ENSG00000254568.1,AP003501.1,lncRNA,chr11,124883691,124887789,+
ENSG00000254943.1,AP003501.2,lncRNA,chr11,124891304,124892126,+
ENSG00000285825.2,CCDC15-DT,lncRNA,chr11,124949205,124954044,-
ENSG00000255475.1,AP001007.2,lncRNA,chr11,125132847,125139587,-
ENSG00000254880.1,PKNOX2-AS1,lncRNA,chr11,125158461,125164609,-
ENSG00000259290.1,AP001007.3,lncRNA,chr11,125188115,125191404,+
ENSG00000254932.2,AP001007.1,lncRNA,chr11,125258626,125266798,-
ENSG00000255537.1,AP000708.1,lncRNA,chr11,125495214,125499528,+
ENSG00000260209.1,AP000842.3,lncRNA,chr11,125873031,125874528,-
ENSG00000255027.2,AP000842.2,lncRNA,chr11,125903247,125938916,-
ENSG00000254790.1,AP000842.1,lncRNA,chr11,125940496,125941193,-
ENSG00000261257.1,AP000821.1,lncRNA,chr11,126100505,126102413,-
ENSG00000287666.1,AP000821.2,lncRNA,chr11,126121889,126128081,-
ENSG00000254833.1,AP001893.3,lncRNA,chr11,126160714,126176035,+
ENSG00000254694.1,AP001893.1,lncRNA,chr11,126208611,126209027,-
ENSG00000254905.1,AP001318.1,lncRNA,chr11,126292922,126294254,-
ENSG00000255062.1,AP001318.2,lncRNA,chr11,126294298,126304318,-
ENSG00000280832.1,GSEC,lncRNA,chr11,126340889,126355587,-
ENSG00000257271.1,KIRREL3-AS1,lncRNA,chr11,126543947,126610948,+
ENSG00000254607.2,AP001783.1,lncRNA,chr11,126652852,126682104,+
ENSG00000254938.1,AP002833.1,lncRNA,chr11,126920188,126940659,-
ENSG00000254960.2,KIRREL3-AS2,lncRNA,chr11,126940746,126945090,+
ENSG00000255317.1,AP002833.2,lncRNA,chr11,126992452,126995458,+
ENSG00000218109.5,KIRREL3-AS3,lncRNA,chr11,127002910,127006058,+
ENSG00000255087.4,AP001993.1,lncRNA,chr11,127021736,127172363,+
ENSG00000272642.2,AP003121.1,lncRNA,chr11,127188885,127223449,+
ENSG00000273409.3,LINC02712,lncRNA,chr11,127271029,127337033,+
ENSG00000273415.3,LINC02725,lncRNA,chr11,128095758,128183671,+
ENSG00000272575.7,LINC02098,lncRNA,chr11,128208749,128241441,+
ENSG00000254588.1,ETS1-AS1,lncRNA,chr11,128526142,128530389,+
ENSG00000245008.4,AP001122.1,lncRNA,chr11,128614340,128686922,-
ENSG00000254703.2,SENCR,lncRNA,chr11,128691672,128696023,-
ENSG00000281386.1,AP003500.1,lncRNA,chr11,129591493,129612110,+
ENSG00000281097.1,LINC01395,lncRNA,chr11,129612116,129617269,-
ENSG00000287426.1,AP003327.2,lncRNA,chr11,129761713,129814690,-
ENSG00000233220.3,LINC00167,lncRNA,chr11,130002938,130004356,+
ENSG00000175773.13,ZBTB44-DT,lncRNA,chr11,130314993,130403657,+
ENSG00000175728.4,LINC02873,lncRNA,chr11,130672956,130717352,+
ENSG00000288013.1,AP003486.2,lncRNA,chr11,130771413,130785533,-
ENSG00000254842.6,LINC02551,lncRNA,chr11,130844191,130865561,-
ENSG00000255455.2,AP003486.1,lncRNA,chr11,130866254,130870247,-
ENSG00000236129.1,AP002856.3,lncRNA,chr11,131187022,131189753,+
ENSG00000227125.1,AP002856.1,lncRNA,chr11,131204999,131215163,+
ENSG00000237612.1,AP002856.4,lncRNA,chr11,131234538,131251816,+
ENSG00000231698.2,AP002856.2,lncRNA,chr11,131253422,131350917,+
ENSG00000237654.6,AP003025.1,lncRNA,chr11,131502735,131540867,-
ENSG00000285980.2,AP003025.2,lncRNA,chr11,131542030,131581145,-
ENSG00000224795.3,NTM-AS1,lncRNA,chr11,131622451,131663583,-
ENSG00000238117.1,AP000844.2,lncRNA,chr11,131877680,131897108,-
ENSG00000224700.2,AP000844.1,lncRNA,chr11,131981096,131984661,-
ENSG00000238262.1,NTM-IT,lncRNA,chr11,132284302,132285081,+
ENSG00000255371.1,OPCML-IT2,lncRNA,chr11,132859245,132860077,-
ENSG00000254896.1,OPCML-IT1,lncRNA,chr11,133360029,133366080,-
ENSG00000287068.1,AP004606.1,lncRNA,chr11,133532415,133549866,+
ENSG00000255258.2,LINC02743,lncRNA,chr11,133783671,133810376,-
ENSG00000255406.3,LINC02730,lncRNA,chr11,134008215,134030167,+
ENSG00000204241.8,LINC02731,lncRNA,chr11,134032216,134067936,+
ENSG00000254648.1,AP000911.1,lncRNA,chr11,134035832,134037107,-
ENSG00000255348.1,AP001775.2,lncRNA,chr11,134178824,134186166,+
ENSG00000255545.8,B3GAT1-DT,lncRNA,chr11,134412284,134505665,+
ENSG00000254573.1,AP004550.1,lncRNA,chr11,134563396,134573056,+
ENSG00000286374.1,AP001999.3,lncRNA,chr11,134655769,134661206,+
ENSG00000254989.1,AP001999.1,lncRNA,chr11,134671426,134672024,-
ENSG00000285640.1,AP001999.2,lncRNA,chr11,134685044,134702004,-
ENSG00000255344.2,LINC02706,lncRNA,chr11,134712539,134716250,+
ENSG00000251226.1,LINC02714,lncRNA,chr11,134735596,134763810,+
ENSG00000287251.1,AP003062.2,lncRNA,chr11,134945118,134980574,-
ENSG00000255327.1,LINC02697,lncRNA,chr11,134950708,134951568,+
ENSG00000285735.2,LINC02717,lncRNA,chr11,134994982,135007779,-
ENSG00000255512.2,LINC02684,lncRNA,chr11,135061781,135075908,-
ENSG00000249054.2,FAM138D,lncRNA,chr12,36602,38133,-
ENSG00000256948.1,AC026369.3,lncRNA,chr12,106524,111850,-
ENSG00000249695.6,AC026369.1,lncRNA,chr12,137411,149169,-
ENSG00000256694.1,AC026369.2,lncRNA,chr12,164664,166321,-
ENSG00000256540.1,AC007406.3,lncRNA,chr12,166856,182399,-
ENSG00000255671.1,AC007406.1,lncRNA,chr12,193036,194130,+
ENSG00000256577.2,SLC6A12-AS1,lncRNA,chr12,203642,205094,+
ENSG00000255746.1,AC007406.2,lncRNA,chr12,253442,257299,-
ENSG00000261799.1,AC007406.4,lncRNA,chr12,273954,277123,-
ENSG00000256020.1,AC006205.2,lncRNA,chr12,585865,586486,-
ENSG00000255825.1,AC006205.1,lncRNA,chr12,590633,591269,+
ENSG00000177406.5,NINJ2-AS1,lncRNA,chr12,630858,664196,+
ENSG00000256672.1,LINC02455,lncRNA,chr12,674801,684127,-
ENSG00000285704.1,AC004765.1,lncRNA,chr12,865288,867139,-
ENSG00000250132.6,AC004803.1,lncRNA,chr12,974133,991190,-
ENSG00000249028.2,AC004672.1,lncRNA,chr12,1380060,1391502,-
ENSG00000267285.1,AC004672.2,lncRNA,chr12,1385833,1386987,+
ENSG00000249628.3,LINC00942,lncRNA,chr12,1500525,1504424,+
ENSG00000285627.1,AC005343.1,lncRNA,chr12,1741197,1747099,-
ENSG00000287698.1,AC005343.4,lncRNA,chr12,1800862,1807486,+
ENSG00000256706.1,AC005342.2,lncRNA,chr12,1917951,1922867,+
ENSG00000235049.1,LINC00940,lncRNA,chr12,1929202,1936574,-
ENSG00000203593.3,AC005342.1,lncRNA,chr12,2004666,2011392,+
ENSG00000256837.1,CACNA1C-IT1,lncRNA,chr12,2018213,2020532,+
ENSG00000256257.1,CACNA1C-IT2,lncRNA,chr12,2048352,2049463,+
ENSG00000278255.1,AC005344.1,lncRNA,chr12,2217462,2217920,-
ENSG00000256025.2,CACNA1C-AS4,lncRNA,chr12,2219485,2223479,-
ENSG00000256721.1,CACNA1C-IT3,lncRNA,chr12,2269776,2288937,+
ENSG00000285555.1,AC005293.1,lncRNA,chr12,2332861,2335702,-
ENSG00000285734.1,AC005414.1,lncRNA,chr12,2440189,2457392,-
ENSG00000256769.1,CACNA1C-AS3,lncRNA,chr12,2603350,2607440,-
ENSG00000256271.1,CACNA1C-AS2,lncRNA,chr12,2668500,2672220,-
ENSG00000246627.6,CACNA1C-AS1,lncRNA,chr12,2676001,2691200,-
ENSG00000256150.2,ITFG2-AS1,lncRNA,chr12,2695765,2812902,-
ENSG00000274659.2,LINC02371,lncRNA,chr12,2740064,2746662,+
ENSG00000258325.2,ITFG2-AS1,lncRNA,chr12,2796877,2812902,-
ENSG00000258092.1,AC005841.1,lncRNA,chr12,2797136,2803938,-
ENSG00000278356.1,AC005911.1,lncRNA,chr12,2885819,2886329,+
ENSG00000250899.3,AC125807.2,lncRNA,chr12,3041437,3044950,+
ENSG00000256197.1,TSPAN9-IT1,lncRNA,chr12,3149797,3151476,+
ENSG00000275850.1,AC005912.2,lncRNA,chr12,3171657,3174056,+
ENSG00000287712.1,AC005865.2,lncRNA,chr12,3300698,3318677,+
ENSG00000236908.2,LINC02827,lncRNA,chr12,3318718,3325343,+
ENSG00000257048.1,LINC02417,lncRNA,chr12,3367833,3371346,+
ENSG00000256691.1,AC005908.2,lncRNA,chr12,3462718,3463586,-
ENSG00000287243.2,THCAT155,lncRNA,chr12,3483714,3492819,-
ENSG00000283138.1,AC006207.1,lncRNA,chr12,3752518,3757842,+
ENSG00000256862.3,PARP11-AS1,lncRNA,chr12,3871579,3910382,+
ENSG00000256969.2,AC084375.1,lncRNA,chr12,4012902,4026658,+
ENSG00000255920.3,CCND2-AS1,lncRNA,chr12,4247981,4276252,-
ENSG00000256381.1,AC005832.1,lncRNA,chr12,4645496,4648027,+
ENSG00000255474.1,GAU1,lncRNA,chr12,4700417,4720102,-
ENSG00000256988.2,AC005833.2,lncRNA,chr12,4804499,4830747,-
ENSG00000255608.1,AC006063.1,lncRNA,chr12,4838955,4842675,+
ENSG00000286866.1,AC006063.3,lncRNA,chr12,4857283,4859904,-
ENSG00000287835.1,AC006063.4,lncRNA,chr12,4906393,4909265,-
ENSG00000256654.4,AC005906.2,lncRNA,chr12,4909867,5026012,+
ENSG00000284513.1,AC006063.2,lncRNA,chr12,4960113,4963450,+
ENSG00000285523.1,AC005906.3,lncRNA,chr12,5088002,5092742,+
ENSG00000256115.6,LINC02443,lncRNA,chr12,5226196,5244199,-
ENSG00000256417.1,AC006206.2,lncRNA,chr12,5290480,5383653,+
ENSG00000256146.1,AC006206.1,lncRNA,chr12,5315961,5319347,+
ENSG00000256218.1,AC007848.2,lncRNA,chr12,5366048,5367774,-
ENSG00000255983.1,AC007848.1,lncRNA,chr12,5388589,5406651,+
ENSG00000255775.1,AC005845.1,lncRNA,chr12,6155035,6160719,-
ENSG00000256433.3,AC005840.2,lncRNA,chr12,6393879,6396148,+
ENSG00000215039.7,CD27-AS1,lncRNA,chr12,6439001,6451567,-
ENSG00000276718.1,AC005840.4,lncRNA,chr12,6466537,6467135,+
ENSG00000276232.1,AC006064.5,lncRNA,chr12,6510275,6510522,+
ENSG00000255966.1,AC006064.3,lncRNA,chr12,6532290,6533498,-
ENSG00000269968.1,AC006064.4,lncRNA,chr12,6537794,6538370,-
ENSG00000245667.2,AC006064.1,lncRNA,chr12,6543504,6544931,+
ENSG00000247853.2,AC006064.2,lncRNA,chr12,6578622,6584739,+
ENSG00000219410.6,AC125494.1,lncRNA,chr12,6663260,6672069,+
ENSG00000270068.1,AC125494.3,lncRNA,chr12,6723233,6723687,+
ENSG00000269892.1,AC125494.2,lncRNA,chr12,6742985,6743641,+
ENSG00000275703.1,U47924.3,lncRNA,chr12,6899752,6900212,+
ENSG00000272173.1,U47924.2,lncRNA,chr12,6943508,6944604,-
ENSG00000257084.1,MIR200CHG,lncRNA,chr12,6963246,6964447,+
ENSG00000271969.1,U47924.1,lncRNA,chr12,6964949,6965382,+
ENSG00000205885.7,C1RL-AS1,lncRNA,chr12,7108052,7122501,+
ENSG00000256967.1,AC018653.3,lncRNA,chr12,7129079,7131198,-
ENSG00000285770.1,AC018653.4,lncRNA,chr12,7146482,7147817,-
ENSG00000255572.1,AC018653.1,lncRNA,chr12,7166674,7189069,-
ENSG00000287713.1,AC006517.2,lncRNA,chr12,7838914,7844395,+
ENSG00000288043.1,AC006511.6,lncRNA,chr12,7954216,7972759,+
ENSG00000282080.1,AC006511.4,lncRNA,chr12,8014093,8019007,-
ENSG00000284697.1,AC006511.5,lncRNA,chr12,8082269,8138548,+
ENSG00000226711.7,FAM66C,lncRNA,chr12,8180209,8216151,+
ENSG00000276417.1,AC092111.2,lncRNA,chr12,8205984,8207397,+
ENSG00000275367.1,AC092111.1,lncRNA,chr12,8217758,8221115,+
ENSG00000215241.4,LINC02449,lncRNA,chr12,8235415,8242564,+
ENSG00000286895.1,AC092745.5,lncRNA,chr12,8243147,8342048,+
ENSG00000286504.1,AC092745.4,lncRNA,chr12,8282677,8286518,-
ENSG00000226091.7,LINC00937,lncRNA,chr12,8295986,8396803,-
ENSG00000256101.5,AC092745.1,lncRNA,chr12,8321876,8329614,+
ENSG00000255801.1,AC092746.1,lncRNA,chr12,8548361,8567613,-
ENSG00000255829.1,AC092490.2,lncRNA,chr12,8664011,8669011,+
ENSG00000256661.1,A2ML1-AS1,lncRNA,chr12,8776219,8830947,-
ENSG00000249790.3,AC092490.1,lncRNA,chr12,8788253,8795789,+
ENSG00000256904.1,A2ML1-AS2,lncRNA,chr12,8819816,8820713,-
ENSG00000282022.1,AC006581.2,lncRNA,chr12,8858143,8915276,-
ENSG00000257105.1,AC006581.1,lncRNA,chr12,8987175,8996566,-
ENSG00000214851.5,LINC00612,lncRNA,chr12,9055589,9065070,-
ENSG00000245105.4,A2M-AS1,lncRNA,chr12,9065163,9068689,+
ENSG00000237248.5,LINC00987,lncRNA,chr12,9240003,9257960,+
ENSG00000256427.2,AC010175.1,lncRNA,chr12,9240406,9261050,+
ENSG00000286911.1,AC009533.3,lncRNA,chr12,9347028,9350947,+
ENSG00000260423.2,LINC02367,lncRNA,chr12,9347056,9400387,+
ENSG00000287577.1,AC009533.4,lncRNA,chr12,9348030,9349268,+
ENSG00000284634.1,AC092821.3,lncRNA,chr12,9448295,9658392,+
ENSG00000272917.1,AC010186.4,lncRNA,chr12,9642872,9657070,+
ENSG00000256442.2,AC010186.1,lncRNA,chr12,9647014,9648084,-
ENSG00000257027.1,AC010186.3,lncRNA,chr12,9658567,9662085,+
ENSG00000256582.1,LINC02390,lncRNA,chr12,9704077,9709350,+
ENSG00000255882.1,AC091814.1,lncRNA,chr12,9867027,9869808,+
ENSG00000225231.2,LINC02470,lncRNA,chr12,9936504,9943495,-
ENSG00000231560.1,CLEC12A-AS1,lncRNA,chr12,9948137,9953336,-
ENSG00000256803.1,AC024224.2,lncRNA,chr12,10015240,10030606,-
ENSG00000255958.1,GABARAPL1-AS1,lncRNA,chr12,10214161,10214761,-
ENSG00000256288.1,LINC02617,lncRNA,chr12,10332861,10338292,-
ENSG00000256155.1,LINC02598,lncRNA,chr12,10358464,10361045,-
ENSG00000245648.2,KLRK1-AS1,lncRNA,chr12,10363638,10398506,+
ENSG00000256039.2,LINC02446,lncRNA,chr12,10553362,10572688,+
ENSG00000256888.6,LINC02366,lncRNA,chr12,10750188,10777446,+
ENSG00000256712.1,AC134349.1,lncRNA,chr12,11166090,11171353,-
ENSG00000275119.1,AC244131.2,lncRNA,chr12,11212219,11251389,+
ENSG00000255790.6,AC078950.1,lncRNA,chr12,11399381,11486708,-
ENSG00000256237.1,AC007450.1,lncRNA,chr12,11541395,11555838,-
ENSG00000247157.7,LINC01252,lncRNA,chr12,11548030,11590369,+
ENSG00000205791.3,LOH12CR2,lncRNA,chr12,12355406,12357067,-
ENSG00000255670.1,AC007619.1,lncRNA,chr12,12485353,12491581,+
ENSG00000275963.1,AC008115.4,lncRNA,chr12,12648939,12649713,+
ENSG00000257004.1,AC008115.2,lncRNA,chr12,12668982,12685075,+
ENSG00000275560.1,AC008115.3,lncRNA,chr12,12718973,12719521,+
ENSG00000256658.1,AC008115.1,lncRNA,chr12,12723297,12724011,-
ENSG00000247498.10,GPRC5D-AS1,lncRNA,chr12,12927726,12984645,+
ENSG00000256011.1,AC007688.3,lncRNA,chr12,12962300,12963539,+
ENSG00000255621.1,AC023790.2,lncRNA,chr12,13000451,13040679,+
ENSG00000286869.1,AC022276.1,lncRNA,chr12,13238582,13278376,-
ENSG00000180861.9,LINC01559,lncRNA,chr12,13371089,13387167,-
ENSG00000256306.1,AC007527.1,lncRNA,chr12,13526854,13547582,+
ENSG00000277935.1,AC007527.2,lncRNA,chr12,13540231,13544540,+
